instance_type,slope,intercept,error,r_value,p_value
c5ad.large,0.0664516129032258,3.2169354838709676,0.009199559438394983,0.981368326710258,0.018631673289742016
c5ad.xlarge,0.1320967741935484,6.466129032258064,0.017280284158645593,0.9833144473620252,0.016685552637974777
c5ad.2xlarge,0.26370967741935486,12.976612903225805,0.0348524278547036,0.9829778835572326,0.017022116442767413
c5ad.4xlarge,0.5283870967741936,25.93951612903226,0.06939332203144509,0.9831860820339368,0.01681391796606324
c5ad.8xlarge,1.0566129032258065,51.86048387096774,0.14021192800708202,0.9828427414606778,0.01715725853932215
c5ad.12xlarge,1.585,77.79999999999998,0.2096050433399644,0.9829575882983512,0.01704241170164877
c5ad.16xlarge,2.1146774193548388,103.66290322580645,0.279814793995253,0.9829381431422876,0.017061856857712446
c5ad.24xlarge,3.1711290322580643,155.50483870967744,0.41946222260349786,0.9829494420436117,0.017050557956388317
c5d.large,0.12629032258064515,5.948387096774194,0.01517286791993231,0.9858709066958045,0.014129093304195537
c5d.xlarge,0.25225806451612903,11.859677419354838,0.031209989995934093,0.9850354861063022,0.014964513893697795
c5d.2xlarge,0.5048387096774194,23.73145161290323,0.061893729625136236,0.9852996194605776,0.014700380539422353
c5d.4xlarge,1.0091935483870966,47.432258064516134,0.12376355179689195,0.9852913874500404,0.014708612549959591
c5d.9xlarge,2.2711290322580644,106.75483870967741,0.2787547333279885,0.985267376885508,0.014732623114491968
c5d.12xlarge,3.634516129032258,122.61935483870968,0.45749260071463316,0.9845225210552303,0.01547747894476969
c5d.18xlarge,4.541612903225807,213.5604838709677,0.5569467000449392,0.9852923665001158,0.014707633499884238
c5d.24xlarge,7.268548387096774,245.30806451612898,0.9151536507464243,0.984514939525793,0.015485060474206945
c5d.metal,7.268548387096774,245.30806451612898,0.9151536507464243,0.984514939525793,0.015485060474206945
c5n.large,0.13435483870967743,6.2508064516129025,0.01613931124074695,0.9858751048031714,0.014124895196828583
c5n.xlarge,0.26838709677419353,12.48951612903226,0.03276427412119581,0.9854219486339857,0.014578051366014312
c5n.2xlarge,0.537741935483871,24.965322580645157,0.0652265821880421,0.985603939462232,0.014396060537767985
c5n.4xlarge,1.074032258064516,49.98870967741936,0.13108394058659023,0.985428957977512,0.014571042022488042
c5n.9xlarge,2.4287096774193553,112.75161290322579,0.29576168444447276,0.9854922245638981,0.014507775436101926
c5n.18xlarge,4.857096774193549,225.49112903225802,0.5920287183759706,0.9854660749483161,0.014533925051683935
c5n.metal,4.857096774193549,225.49112903225802,0.5920287183759706,0.9854660749483161,0.014533925051683935
c6g.medium,0.028709677419354835,1.3516129032258066,0.003474299875570644,0.9856694257471378,0.01433057425286221
c6g.large,0.05596774193548387,2.7862903225806455,0.007221683011257737,0.9837550940369371,0.016244905963062935
c6g.xlarge,0.11129032258064517,5.598387096774194,0.014198129759149527,0.9841108886442906,0.015889111355709362
c6g.2xlarge,0.2238709677419355,11.120161290322583,0.02917494060335266,0.9834373690222586,0.01656263097774135
c6g.4xlarge,0.4479032258064517,22.258870967741927,0.056938168172123806,0.9842215557981027,0.015778444201897335
c6g.8xlarge,0.895967741935484,44.511290322580635,0.1147610397909593,0.9839869498697111,0.016013050130288864
c6g.12xlarge,1.3438709677419354,66.77016129032258,0.17169801809361038,0.9840655364263174,0.015934463573682552
c6g.16xlarge,1.79241935483871,88.97822580645162,0.22919762033566934,0.9840395283068327,0.01596047169316727
c6g.metal,1.79241935483871,88.97822580645162,0.22919762033566934,0.9840395283068327,0.01596047169316727
c6gd.medium,0.028709677419354835,1.3516129032258066,0.003474299875570644,0.9856694257471378,0.01433057425286221
c6gd.large,0.05596774193548387,2.7862903225806455,0.007221683011257737,0.9837550940369371,0.016244905963062935
c6gd.xlarge,0.11129032258064517,5.598387096774194,0.014198129759149527,0.9841108886442906,0.015889111355709362
c6gd.2xlarge,0.2238709677419355,11.120161290322583,0.02917494060335266,0.9834373690222586,0.01656263097774135
c6gd.4xlarge,0.4479032258064517,22.258870967741927,0.056938168172123806,0.9842215557981027,0.015778444201897335
c6gd.8xlarge,0.895967741935484,44.511290322580635,0.1147610397909593,0.9839869498697111,0.016013050130288864
c6gd.12xlarge,1.3438709677419354,66.77016129032258,0.17169801809361038,0.9840655364263174,0.015934463573682552
c6gd.16xlarge,1.79241935483871,88.97822580645162,0.22919762033566934,0.9840395283068327,0.01596047169316727
c6gd.metal,1.79241935483871,88.97822580645162,0.22919762033566934,0.9840395283068327,0.01596047169316727
c6gn.medium,0.028709677419354835,1.3516129032258066,0.003474299875570644,0.9856694257471378,0.01433057425286221
c6gn.large,0.05596774193548387,2.7862903225806455,0.007221683011257737,0.9837550940369371,0.016244905963062935
c6gn.xlarge,0.11129032258064517,5.598387096774194,0.014198129759149527,0.9841108886442906,0.015889111355709362
c6gn.2xlarge,0.2238709677419355,11.120161290322583,0.02917494060335266,0.9834373690222586,0.01656263097774135
c6gn.4xlarge,0.4479032258064517,22.258870967741927,0.056938168172123806,0.9842215557981027,0.015778444201897335
c6gn.8xlarge,0.895967741935484,44.511290322580635,0.1147610397909593,0.9839869498697111,0.016013050130288864
c6gn.12xlarge,1.3438709677419354,66.77016129032258,0.17169801809361038,0.9840655364263174,0.015934463573682552
c6gn.16xlarge,1.79241935483871,88.97822580645162,0.22919762033566934,0.9840395283068327,0.01596047169316727
d2.xlarge,0.2751612903225807,15.143548387096772,0.03429572378789039,0.9848180838680367,0.015181916131963291
d2.2xlarge,0.5496774193548388,30.312903225806444,0.06874412282134788,0.9847169649139452,0.015283035086054773
d2.4xlarge,1.1,60.599999999999994,0.13733054073786635,0.9847686834168046,0.01523131658319543
d2.8xlarge,2.359516129032258,129.54435483870967,0.2999362900612963,0.9842224948615746,0.01577750513842535
d3.xlarge,0.31467741935483867,13.062903225806451,0.03257046311672379,0.9894560014211498,0.010543998578850241
d3.2xlarge,0.6301612903225806,26.093548387096774,0.06624723896235445,0.9891281247422163,0.010871875257783657
d3.4xlarge,1.2606451612903224,52.1241935483871,0.13162980204604385,0.9892726992806696,0.010727300719330365
d3.8xlarge,2.520806451612903,104.29274193548389,0.2635770481316025,0.9892431672630676,0.010756832736932398
d3en.xlarge,0.2362903225806452,10.073387096774194,0.02596861849852922,0.9881362137480818,0.011863786251918194
d3en.2xlarge,0.47354838709677427,20.03306451612903,0.05162632134048362,0.9883223865328847,0.011677613467115265
d3en.4xlarge,0.9449999999999998,40.175,0.10331306166055415,0.988257928140206,0.011742071859794034
d3en.6xlarge,1.4187096774193548,60.2266129032258,0.15550053869301925,0.9881985491941887,0.011801450805811296
d3en.8xlarge,1.8912903225806448,80.27338709677421,0.20743774375416527,0.9881829914411014,0.011817008558898558
d3en.12xlarge,2.837258064516129,120.43467741935484,0.3104394501110033,0.9882390726850864,0.011760927314913627
dc2.large,0.14774193548387096,8.16532258064516,0.019041311406056947,0.9837921038152195,0.01620789618478046
dc2.8xlarge,2.3917741935483874,131.2040322580645,0.3048489821617869,0.9841400921582886,0.015859907841711426
ds2.xlarge,0.2767741935483871,15.279032258064516,0.034693919555309434,0.9846480312377006,0.015351968762299384
ds2.8xlarge,2.359516129032258,129.54435483870967,0.2999362900612963,0.9842224948615746,0.01577750513842535
f1.2xlarge,0.7135483870967742,40.90806451612904,0.08000601564271156,0.9876603877639114,0.01233961223608859
f1.4xlarge,1.4258064516129032,81.89274193548388,0.15984833228416026,0.9876632700619986,0.012336729938001386
f1.16xlarge,5.704193548387097,327.45725806451617,0.6403148461790105,0.9876324617207455,0.012367538279254518
g2.2xlarge,2.495645161290322,72.1491935483871,0.39238825400801086,0.9761594715714486,0.02384052842855144
g2.8xlarge,9.984032258064516,288.51370967741934,1.5690943220263034,0.9761795926069371,0.0238204073930629
g3s.xlarge,2.87758064516129,73.5717741935484,0.44471549528679427,0.9769388460803712,0.023061153919628815
g3.4xlarge,3.6070967741935482,114.26612903225808,0.521639609705927,0.9797205544444978,0.020279445555502203
g3.8xlarge,7.215645161290321,228.47419354838706,1.0426958862670823,0.9797504456486237,0.020249554351376316
g3.16xlarge,14.43032258064516,456.96209677419347,2.0857145997281763,0.9797417300512123,0.020258269948787655
g4dn.xlarge,0.8514516129032258,24.016935483870974,0.12325374936516251,0.9796818096176374,0.020318190382362596
g4dn.2xlarge,1.0877419354838709,34.09032258064516,0.14897726258012975,0.9817537475769669,0.018246252423033127
g4dn.4xlarge,1.5603225806451613,54.13709677419356,0.20061384726084844,0.98386815561571,0.01613184438429005
g4dn.8xlarge,2.5053225806451613,94.31209677419352,0.3036009497359013,0.9856305933053616,0.014369406694638383
g4dn.16xlarge,4.39758064516129,174.5717741935484,0.5104955854029712,0.9867905650606067,0.013209434939393305
g4dn.12xlarge,5.296129032258064,176.4298387096774,0.69922506626139,0.9830121180919967,0.016987881908003263
g4dn.metal,10.590806451612902,352.9427419354839,1.3988792595797597,0.9829974133147433,0.017002586685256667
g4ad.4xlarge,2.6224193548387094,78.20322580645163,0.3881494255913426,0.9787870542681173,0.021212945731882697
g4ad.8xlarge,5.2458064516129035,156.39274193548388,0.7759654999263571,0.9788122662126691,0.021187733787330857
g4ad.16xlarge,10.492258064516129,312.7346774193548,1.5524402198011316,0.9788013237061215,0.021198676293878494
h1.2xlarge,0.3796774193548386,20.512903225806458,0.05048103671318475,0.9827776072997816,0.017222392700218414
h1.4xlarge,0.7580645161290323,41.10241935483871,0.1003880672583486,0.9829113695074413,0.017088630492558706
h1.8xlarge,1.5159677419354838,82.18629032258065,0.20204732229715539,0.9826963099975463,0.017303690002453683
h1.16xlarge,3.033225806451613,164.2959677419355,0.402983128586146,0.9828031956888434,0.017196804311156548
hs1.8xlarge,1.3630645161290322,73.9524193548387,0.1801319574988924,0.9829803750021004,0.017019624997899555
i2.xlarge,0.2987096774193549,16.42661290322581,0.03811821321862078,0.9841030642015071,0.01589693579849294
i2.2xlarge,0.5985483870967743,32.758064516129025,0.0763728837856184,0.9841061598772449,0.01589384012275507
i2.4xlarge,1.195967741935484,65.61129032258064,0.15260881721778619,0.9841047137999043,0.01589528620009573
i2.8xlarge,2.3917741935483874,131.2040322580645,0.3048489821617869,0.9841400921582886,0.015859907841711426
i3.large,0.12193548387096775,6.77258064516129,0.015045024345085811,0.9851151699991505,0.014884830000849501
i3.xlarge,0.24274193548387096,13.56532258064516,0.029128313319460104,0.9859044395785386,0.01409556042146143
i3.2xlarge,0.487258064516129,27.084677419354843,0.05898392830362325,0.9856606612128321,0.014339338787167871
i3.4xlarge,0.9732258064516129,54.245967741935495,0.1175636354349883,0.9857196879486594,0.014280312051340619
i3.8xlarge,1.9462903225806454,108.47338709677418,0.2362615720701193,0.9855822076973484,0.014417792302651613
i3.16xlarge,3.8938709677419348,216.8701612903226,0.4714865472693596,0.9856533511867709,0.014346648813229114
i3.metal,4.241774193548387,235.6790322580645,0.5189498145192794,0.9853601602801644,0.01463983971983562
i3en.large,0.22161290322580646,6.510483870967741,0.017346959777654793,0.9939286196970183,0.00607138030298171
i3en.xlarge,0.4441935483870968,13.007258064516126,0.03433523975255964,0.9940780533670667,0.005921946632933327
i3en.2xlarge,0.8875806451612903,26.046774193548387,0.06754551015224751,0.9942585114638134,0.005741488536186611
i3en.3xlarge,1.331774193548387,39.0540322580645,0.10188069551503057,0.994198630661411,0.00580136933858899
i3en.6xlarge,2.663064516129032,78.15241935483874,0.2038439619465365,0.9941918770477313,0.005808122952268732
i3en.12xlarge,5.326612903225806,156.26048387096773,0.4076047629996218,0.9941952712973129,0.005804728702687111
i3en.24xlarge,10.653709677419355,312.4516129032257,0.8149339314908334,0.9941996836548741,0.0058003163451259
i3en.metal,10.653709677419355,312.4516129032257,0.8149339314908334,0.9941996836548741,0.0058003163451259
inf1.xlarge,0.30306451612903224,10.20241935483871,0.038003898562270114,0.9846366093110516,0.015363390688948434
inf1.2xlarge,0.6061290322580645,20.42983870967742,0.07599585980562522,0.9846413240941374,0.015358675905862597
inf1.6xlarge,1.8175806451612904,61.29677419354839,0.22898508714603238,0.98449631594604,0.015503684053959962
inf1.24xlarge,7.268548387096774,245.30806451612898,0.9151536507464243,0.984514939525793,0.015485060474206945
m1.small,0.055161290322580644,2.793548387096774,0.008399494558897748,0.977589857558343,0.022410142441656955
m1.medium,0.061451612903225795,3.341935483870968,0.008645973722056822,0.9807737733963575,0.019226226603642482
m1.large,0.12403225806451611,6.588709677419357,0.01748085023303867,0.9807094010096606,0.019290598990339355
m1.xlarge,0.24806451612903221,13.177419354838714,0.03496170046607734,0.9807094010096606,0.019290598990339355
m2.xlarge,0.17983870967741936,9.806451612903226,0.02358895092239477,0.9832267999659382,0.016773200034061794
m2.2xlarge,0.35854838709677417,19.633064516129036,0.046328451757507196,0.9837112834804363,0.016288716519563654
m2.4xlarge,0.7187096774193549,39.20161290322581,0.09303124580005002,0.9836544409489222,0.016345559051077815
m3.medium,0.07225806451612903,3.809677419354839,0.00970694420860073,0.982427792774146,0.01757220722585395
m3.large,0.14387096774193547,7.64516129032258,0.021150567700368418,0.9790641709943004,0.02093582900569957
m3.xlarge,0.2880645161290323,15.227419354838709,0.04143278096132814,0.979933069252559,0.02006693074744104
m3.2xlarge,0.5756451612903226,30.499193548387087,0.0832553007877648,0.9797165447204929,0.020283455279507145
m4.large,0.09435483870967742,5.150806451612904,0.012539998439955635,0.982791526014879,0.01720847398512104
m4.xlarge,0.18870967741935485,10.301612903225807,0.02507999687991127,0.982791526014879,0.01720847398512104
m4.2xlarge,0.3796774193548386,20.512903225806458,0.05048103671318475,0.9827776072997816,0.017222392700218414
m4.4xlarge,0.7580645161290323,41.10241935483871,0.1003880672583486,0.9829113695074413,0.017088630492558706
m4.10xlarge,2.2095161290322576,118.7443548387097,0.3025384604165516,0.9817627942839254,0.018237205716074567
m4.16xlarge,3.033225806451613,164.2959677419355,0.402983128586146,0.9828031956888434,0.017196804311156548
m5.large,0.15403225806451612,5.213709677419355,0.014218041549914264,0.9915870446307833,0.008412955369216716
m5.xlarge,0.30709677419354836,10.441129032258067,0.028786256150882053,0.9913275558635379,0.008672444136462065
m5.2xlarge,0.6148387096774194,20.85645161290323,0.058118926120163686,0.9911826308444714,0.008817369155528552
m5.4xlarge,1.229032258064516,41.76370967741936,0.11578682217500348,0.9912409629104875,0.008759037089512532
m5.8xlarge,2.4583870967741936,83.53951612903225,0.23066372866839124,0.9913110190185369,0.008688980981463089
m5.12xlarge,3.688064516129032,125.25241935483868,0.34690152388490836,0.9912683150493814,0.0087316849506186
m5.16xlarge,4.917096774193548,167.01612903225805,0.4626874286250896,0.9912615164120699,0.008738483587930055
m5.24xlarge,7.3754838709677415,250.55564516129039,0.6933509705901526,0.9912780362003129,0.008721963799687149
m5.metal,7.3754838709677415,250.55564516129039,0.6933509705901526,0.9912780362003129,0.008721963799687149
m5a.large,0.10354838709677419,5.108064516129033,0.012737851530085293,0.9852027155146571,0.014797284485342892
m5a.xlarge,0.2056451612903226,10.299193548387095,0.02573111483304811,0.9847023480879366,0.015297651912063446
m5a.2xlarge,0.4112903225806452,20.57338709677419,0.05183501853691337,0.9844850650299843,0.015514934970015659
m5a.4xlarge,0.8220967741935484,41.21612903225806,0.10362492146986547,0.9844804227861919,0.01551957721380814
m5a.8xlarge,1.6456451612903227,82.37419354838708,0.206612934703228,0.9846000495699941,0.015399950430005862
m5a.12xlarge,2.4683870967741934,123.53951612903226,0.3108068805762315,0.9845127779716011,0.015487222028398912
m5a.16xlarge,3.2908064516129034,164.69274193548387,0.4135647029517586,0.9845709338513936,0.0154290661486064
m5a.24xlarge,4.936451612903225,247.06693548387096,0.6201774873089385,0.9845806501865838,0.015419349813416194
m5ad.large,0.10354838709677419,5.108064516129033,0.012737851530085293,0.9852027155146571,0.014797284485342892
m5ad.xlarge,0.2056451612903226,10.299193548387095,0.02573111483304811,0.9847023480879366,0.015297651912063446
m5ad.2xlarge,0.4112903225806452,20.57338709677419,0.05183501853691337,0.9844850650299843,0.015514934970015659
m5ad.4xlarge,0.8220967741935484,41.21612903225806,0.10362492146986547,0.9844804227861919,0.01551957721380814
m5ad.8xlarge,1.6456451612903227,82.37419354838708,0.206612934703228,0.9846000495699941,0.015399950430005862
m5ad.12xlarge,2.4683870967741934,123.53951612903226,0.3108068805762315,0.9845127779716011,0.015487222028398912
m5ad.16xlarge,3.2908064516129034,164.69274193548387,0.4135647029517586,0.9845709338513936,0.0154290661486064
m5ad.24xlarge,4.936451612903225,247.06693548387096,0.6201774873089385,0.9845806501865838,0.015419349813416194
m5d.large,0.15403225806451612,5.213709677419355,0.014218041549914264,0.9915870446307833,0.008412955369216716
m5d.xlarge,0.30709677419354836,10.441129032258067,0.028786256150882053,0.9913275558635379,0.008672444136462065
m5d.2xlarge,0.6148387096774194,20.85645161290323,0.058118926120163686,0.9911826308444714,0.008817369155528552
m5d.4xlarge,1.229032258064516,41.76370967741936,0.11578682217500348,0.9912409629104875,0.008759037089512532
m5d.8xlarge,2.4583870967741936,83.53951612903225,0.23066372866839124,0.9913110190185369,0.008688980981463089
m5d.12xlarge,3.688064516129032,125.25241935483868,0.34690152388490836,0.9912683150493814,0.0087316849506186
m5d.16xlarge,4.917096774193548,167.01612903225805,0.4626874286250896,0.9912615164120699,0.008738483587930055
m5d.24xlarge,7.3754838709677415,250.55564516129039,0.6933509705901526,0.9912780362003129,0.008721963799687149
m5d.metal,7.3754838709677415,250.55564516129039,0.6933509705901526,0.9912780362003129,0.008721963799687149
m5dn.large,0.11790322580645163,5.008870967741936,0.013137737860355122,0.987810328893786,0.012189671106214045
m5dn.xlarge,0.2362903225806452,10.073387096774194,0.02596861849852922,0.9881362137480818,0.011863786251918194
m5dn.2xlarge,0.47354838709677427,20.03306451612903,0.05162632134048362,0.9883223865328847,0.011677613467115265
m5dn.4xlarge,0.9449999999999998,40.175,0.10331306166055415,0.988257928140206,0.011742071859794034
m5dn.8xlarge,1.8912903225806448,80.27338709677421,0.20743774375416527,0.9881829914411014,0.011817008558898558
m5dn.12xlarge,2.837258064516129,120.43467741935484,0.3104394501110033,0.9882390726850864,0.011760927314913627
m5dn.16xlarge,3.782741935483871,160.56532258064516,0.41345133573847903,0.9882635442190877,0.011736455780912314
m5dn.24xlarge,5.673548387096773,240.88306451612908,0.6211896388203324,0.9882235588374615,0.011776441162538513
m5dn.metal,5.673548387096773,240.88306451612908,0.6211896388203324,0.9882235588374615,0.011776441162538513
m5n.large,0.11790322580645163,5.008870967741936,0.013137737860355122,0.987810328893786,0.012189671106214045
m5n.xlarge,0.2362903225806452,10.073387096774194,0.02596861849852922,0.9881362137480818,0.011863786251918194
m5n.2xlarge,0.47354838709677427,20.03306451612903,0.05162632134048362,0.9883223865328847,0.011677613467115265
m5n.4xlarge,0.9449999999999998,40.175,0.10331306166055415,0.988257928140206,0.011742071859794034
m5n.8xlarge,1.8912903225806448,80.27338709677421,0.20743774375416527,0.9881829914411014,0.011817008558898558
m5n.12xlarge,2.837258064516129,120.43467741935484,0.3104394501110033,0.9882390726850864,0.011760927314913627
m5n.16xlarge,3.782741935483871,160.56532258064516,0.41345133573847903,0.9882635442190877,0.011736455780912314
m5n.24xlarge,5.673548387096773,240.88306451612908,0.6211896388203324,0.9882235588374615,0.011776441162538513
m5n.metal,5.673548387096773,240.88306451612908,0.6211896388203324,0.9882235588374615,0.011776441162538513
m5zn.large,0.22629032258064516,10.398387096774194,0.038693040779792506,0.9719857018875553,0.028014298112444717
m5zn.xlarge,0.452741935483871,20.81532258064516,0.0780926285691333,0.9715130311618181,0.028486968838181907
m5zn.2xlarge,0.9070967741935484,41.56612903225806,0.1562405460199222,0.9715907218605596,0.028409278139440393
m5zn.3xlarge,1.3598387096774194,62.381451612903234,0.23433284480415076,0.9715649425622302,0.028435057437769744
m5zn.6xlarge,2.7212903225806446,124.6983870967742,0.4687216380597675,0.9715907218605595,0.028409278139440493
m5zn.12xlarge,5.44241935483871,249.3782258064516,0.9367372686393179,0.9716300834085184,0.02836991659148158
m5zn.metal,5.44241935483871,249.3782258064516,0.9367372686393179,0.9716300834085184,0.02836991659148158
m6g.medium,0.03612903225806452,1.8048387096774192,0.0039868409981639475,0.9880408674883217,0.01195913251167835
m6g.large,0.07080645161290322,3.6927419354838715,0.00804958294820037,0.9873211483794437,0.01267885162055627
m6g.xlarge,0.14096774193548386,7.411290322580646,0.016074909191503676,0.9872448393621447,0.012755160637855319
m6g.2xlarge,0.2832258064516129,14.745967741935484,0.03275395060014523,0.9868884398538432,0.013111560146156779
m6g.4xlarge,0.5666129032258064,29.510483870967743,0.06420504638476263,0.9874021115205649,0.012597888479435103
m6g.8xlarge,1.1333870967741935,59.01451612903226,0.1294463617175649,0.9872054364861346,0.012794563513865433
m6g.12xlarge,1.7,88.525,0.19365072899090752,0.9872712356401472,0.01272876435985282
m6g.16xlarge,2.267258064516129,117.98467741935482,0.25846021829923455,0.9872526753421602,0.012747324657839787
m6g.metal,2.267258064516129,117.98467741935482,0.25846021829923455,0.9872526753421602,0.012747324657839787
m6gd.medium,0.03612903225806452,1.8048387096774192,0.0039868409981639475,0.9880408674883217,0.01195913251167835
m6gd.large,0.07080645161290322,3.6927419354838715,0.00804958294820037,0.9873211483794437,0.01267885162055627
m6gd.xlarge,0.14096774193548386,7.411290322580646,0.016074909191503676,0.9872448393621447,0.012755160637855319
m6gd.2xlarge,0.2832258064516129,14.745967741935484,0.03275395060014523,0.9868884398538432,0.013111560146156779
m6gd.4xlarge,0.5666129032258064,29.510483870967743,0.06420504638476263,0.9874021115205649,0.012597888479435103
m6gd.8xlarge,1.1333870967741935,59.01451612903226,0.1294463617175649,0.9872054364861346,0.012794563513865433
m6gd.12xlarge,1.7,88.525,0.19365072899090752,0.9872712356401472,0.01272876435985282
m6gd.16xlarge,2.267258064516129,117.98467741935482,0.25846021829923455,0.9872526753421602,0.012747324657839787
m6gd.metal,2.267258064516129,117.98467741935482,0.25846021829923455,0.9872526753421602,0.012747324657839787
m6i.large,0.11129032258064517,5.598387096774194,0.014198129759149527,0.9841108886442906,0.015889111355709362
m6i.xlarge,0.2238709677419355,11.120161290322583,0.02917494060335266,0.9834373690222586,0.01656263097774135
m6i.2xlarge,0.4479032258064517,22.258870967741927,0.056938168172123806,0.9842215557981027,0.015778444201897335
m6i.4xlarge,0.895967741935484,44.511290322580635,0.1147610397909593,0.9839869498697111,0.016013050130288864
m6i.8xlarge,1.79241935483871,88.97822580645162,0.22919762033566934,0.9840395283068327,0.01596047169316727
m6i.12xlarge,2.688548387096774,133.50806451612902,0.34450021483722304,0.9839747417257505,0.016025258274249495
m6i.16xlarge,3.5845161290322585,178.0193548387097,0.4592607619322311,0.9839778271720354,0.016022172827964584
m6i.24xlarge,5.375322580645161,267.06209677419355,0.6881996061978441,0.9840007797208227,0.01599922027917733
m6i.32xlarge,7.167419354838708,356.10322580645163,0.9182626789511995,0.9839796048872478,0.016020395112752217
mac1.metal,0.6896774193548388,33.23790322580644,0.09561635996755066,0.9813161443296219,0.018683855670378113
p2.xlarge,2.990967741935484,80.46129032258062,0.44844122439598777,0.9782511206284404,0.021748879371559556
p2.8xlarge,23.925967741935484,643.8862903225806,3.589026810018005,0.9782304308313641,0.02176956916863593
p2.16xlarge,46.94709677419355,1232.5161290322578,7.145881668338619,0.9776069755947814,0.02239302440521862
p3.2xlarge,3.120322580645161,87.13709677419354,0.4695579041931027,0.9780959273509233,0.021904072649076678
p3.8xlarge,12.483709677419355,348.5516129032259,1.8795412677595709,0.9780745913763439,0.02192540862365611
p3.16xlarge,24.967903225806452,697.058870967742,3.7588598589021296,0.9780779260691783,0.021922073930821684
p3dn.24xlarge,31.72822580645161,792.5709677419359,4.170384066825053,0.9831585224225675,0.016841477577432474
p4d.24xlarge,43.88725806451613,1109.284677419355,5.989974964183087,0.9818765737013034,0.018123426298696566
ra3.4xlarge,0.8412903225806452,46.498387096774195,0.10464982985489125,0.9848767378617668,0.015123262138233222
